files	6/
hsa-mir-520f-3p	2
hsa-mir-222-3p	49838
hsa-mir-612	0
hsa-mir-29c-3p	183
hsa-mir-4511	2
hsa-mir-1289	6
hsa-mir-766-3p	46
hsa-mir-5001-5p	1
hsa-mir-539-5p	1
hsa-mir-514a-5p	0
hsa-mir-4787-5p	0
hsa-mir-548w	1
hsa-mir-1298-3p	0
hsa-mir-106a-5p	2047
hsa-mir-138-5p	5
hsa-mir-1287-5p	6
hsa-mir-6084	0
hsa-mir-1304-5p	35
hsa-mir-4536-5p	0
hsa-mir-5692b	0
hsa-mir-378j	8
hsa-mir-3591-5p	86
hsa-mir-4431	0
hsa-mir-369-5p	11
hsa-mir-9-5p	611
hsa-mir-4461	129
hsa-mir-6890-3p	0
hsa-mir-4713-3p	2
hsa-mir-4508	7
hsa-mir-6782-5p	0
hsa-mir-520a-3p	0
hsa-mir-6816-3p	1
hsa-mir-185-3p	54
hsa-mir-655-3p	16
hsa-mir-4309	0
hsa-mir-891a-5p	0
hsa-mir-486-5p	158
hsa-mir-205-5p	38
hsa-mir-421	244
hsa-mir-1228-3p	0
hsa-mir-663a	12
hsa-mir-6805-5p	3
hsa-mir-3148	0
hsa-mir-6875-5p	5
hsa-mir-552-5p	2
hsa-mir-6750-3p	1
hsa-mir-411-5p	127
hsa-mir-195-5p	95
hsa-mir-8078	0
hsa-mir-6742-5p	0
hsa-mir-4478	1
hsa-mir-382-5p	65
hsa-mir-7110-3p	14
hsa-mir-548am-5p	0
hsa-mir-6880-3p	1
hsa-mir-3175	3
hsa-mir-1267	0
hsa-mir-766-5p	3
hsa-mir-4699-3p	1
hsa-mir-449b-3p	4
hsa-mir-4425	0
hsa-mir-875-3p	0
hsa-mir-1272	6
hsa-mir-340-5p	6846
hsa-mir-548a-3p	1
hsa-mir-4768-3p	0
hsa-mir-4501	0
hsa-mir-4490	0
hsa-mir-6786-3p	1
hsa-mir-4737	0
hsa-mir-24-2-5p	1731
hsa-mir-6799-3p	0
hsa-mir-4718	0
hsa-mir-1976	0
hsa-mir-892c-3p	4
hsa-mir-4774-5p	1
hsa-mir-550b-3p	0
hsa-mir-1238-3p	0
hsa-mir-7110-5p	1
hsa-mir-6742-3p	1
hsa-mir-335-3p	867
hsa-mir-519d-5p	0
hsa-mir-541-3p	1
hsa-mir-548aq-3p	53
hsa-mir-9500	1
hsa-mir-4419b	4
hsa-mir-181a-5p	46279
hsa-mir-133a-5p	29
hsa-mir-4696	0
hsa-mir-2392	1
hsa-mir-214-3p	0
hsa-mir-365b-5p	248
hsa-mir-6811-3p	0
hsa-mir-4326	349
hsa-mir-142-5p	2
hsa-mir-1292-3p	1
hsa-mir-4735-3p	0
hsa-mir-1207-5p	0
hsa-mir-150-3p	0
hsa-mir-146a-3p	529
hsa-mir-6087	106
hsa-mir-5687	3
hsa-mir-4690-5p	1
hsa-mir-3173-5p	14
hsa-mir-3917	4
hsa-mir-623	0
hsa-mir-30e-3p	6329
hsa-let-7b-3p	260
hsa-mir-6894-3p	1
hsa-mir-455-3p	1896
hsa-mir-4746-3p	0
hsa-let-7g-3p	17
hsa-mir-633	1
hsa-mir-3607-5p	7
hsa-mir-6825-5p	0
hsa-mir-1260b	260
hsa-mir-30c-1-3p	80
hsa-mir-548az-3p	1
hsa-mir-448	0
hsa-mir-4751	0
hsa-mir-19a-5p	0
hsa-mir-6885-3p	0
hsa-mir-494-5p	0
hsa-mir-548f-3p	68
hsa-mir-379-3p	19
hsa-mir-4642	0
hsa-mir-4762-5p	0
hsa-mir-6869-5p	0
hsa-mir-3167	8
hsa-mir-155-3p	13
hsa-mir-3942-5p	4
hsa-mir-7977	6
hsa-mir-5684	9
hsa-mir-129-2-3p	5
hsa-mir-4723-5p	1
hsa-mir-1244	6
hsa-mir-3656	1
hsa-mir-548ap-3p	1
hsa-mir-4720-5p	0
hsa-mir-629-3p	2
hsa-mir-505-3p	266
hsa-mir-4451	0
hsa-mir-6509-5p	2
hsa-mir-7843-5p	0
hsa-mir-3115	2
hsa-mir-154-5p	4
hsa-mir-607	155
hsa-mir-1247-5p	374
hsa-mir-1182	0
hsa-mir-6886-5p	0
hsa-mir-15a-5p	226
hsa-mir-6719-3p	0
hsa-mir-892c-5p	0
hsa-mir-4760-5p	0
hsa-mir-6892-3p	2
hsa-mir-548ab	1
hsa-mir-876-5p	0
hsa-mir-6806-3p	4
hsa-mir-7161-3p	0
hsa-mir-6785-5p	1
hsa-mir-302a-3p	2424
hsa-mir-4302	1
hsa-mir-6781-5p	1
hsa-mir-937-5p	7
hsa-mir-6811-5p	6
hsa-mir-149-3p	16
hsa-mir-1277-5p	70
hsa-mir-3912-5p	0
hsa-mir-99a-3p	146
hsa-mir-3674	1
hsa-mir-152-3p	13313
hsa-mir-449b-5p	3
hsa-mir-27a-3p	57959
hsa-mir-130b-5p	654
hsa-mir-6856-3p	0
hsa-mir-30a-5p	851760
hsa-mir-6508-3p	0
hsa-mir-548g-3p	1
hsa-mir-127-3p	7
hsa-mir-6802-5p	1
hsa-mir-1914-5p	1
hsa-mir-8071	0
hsa-mir-4298	1
hsa-mir-4524a-5p	0
hsa-mir-126-5p	673
hsa-mir-147a	2
hsa-mir-509-5p	1
hsa-mir-5001-3p	15
hsa-mir-5584-5p	1
hsa-mir-6882-3p	1
hsa-mir-3940-3p	103
hsa-mir-4796-3p	1
hsa-mir-4457	0
hsa-mir-6735-5p	4
hsa-mir-4725-5p	2
hsa-mir-5091	13
hsa-mir-5708	10
hsa-mir-6789-3p	1
hsa-mir-4269	2
hsa-mir-365b-3p	1389
hsa-mir-4287	0
hsa-mir-3158-5p	0
hsa-mir-5587-3p	1
hsa-mir-135b-5p	4197
hsa-mir-7109-5p	0
hsa-mir-6889-3p	0
hsa-mir-3934-5p	77
hsa-mir-6810-3p	0
hsa-mir-4483	16
hsa-mir-548e-3p	129
hsa-mir-452-3p	0
hsa-mir-7703	3
hsa-mir-1537-5p	1
hsa-mir-3925-3p	0
hsa-mir-4724-5p	5
hsa-mir-499b-5p	1
hsa-mir-6131	1594
hsa-mir-374c-3p	2
hsa-mir-4448	22
hsa-mir-6805-3p	0
hsa-mir-4521	2468
hsa-mir-1236-5p	0
hsa-mir-124-3p	0
hsa-mir-1257	8
hsa-mir-2117	0
hsa-mir-892a	1
hsa-mir-6749-3p	3
hsa-mir-4680-3p	3
hsa-mir-6876-5p	1
hsa-mir-194-3p	10
hsa-mir-3913-3p	0
hsa-mir-6803-3p	1
hsa-mir-5089-3p	0
hsa-mir-4689	2
hsa-mir-3605-5p	16
hsa-mir-4538	0
hsa-mir-450a-2-3p	9
hsa-mir-3682-3p	1
hsa-mir-7114-3p	0
hsa-mir-5004-5p	1
hsa-mir-433-3p	0
hsa-mir-548k	119
hsa-mir-548an	1
hsa-mir-302d-3p	3465
hsa-mir-6827-3p	0
hsa-mir-4680-5p	1
hsa-mir-130b-3p	271
hsa-mir-6793-5p	1
hsa-mir-1262	79
hsa-mir-1238-5p	0
hsa-mir-197-3p	980
hsa-mir-320c	56
hsa-mir-4691-5p	0
hsa-mir-4668-3p	0
hsa-mir-514a-3p	1
hsa-mir-656-3p	9
hsa-mir-3126-3p	0
hsa-mir-1296-3p	2
hsa-mir-125b-2-3p	7629
hsa-mir-6772-3p	10
hsa-mir-1284	0
hsa-mir-4798-5p	0
hsa-mir-6079	0
hsa-let-7i-5p	793899
hsa-mir-129-1-3p	4
hsa-mir-665	0
hsa-mir-539-3p	22
hsa-mir-3196	2
hsa-mir-3200-5p	1
hsa-mir-2113	0
hsa-mir-8055	0
hsa-mir-3923	0
hsa-mir-5000-5p	7
hsa-mir-4749-3p	0
hsa-mir-3664-3p	2
hsa-mir-4795-5p	1
hsa-mir-3187-3p	14
hsa-mir-7162-3p	0
hsa-mir-548e-5p	0
hsa-mir-1248	810
hsa-mir-19b-1-5p	23
hsa-mir-487b-3p	28
hsa-mir-548x-5p	0
hsa-mir-3611	25
hsa-mir-6766-3p	2
hsa-mir-6128	24
hsa-mir-3191-3p	1
hsa-mir-132-3p	1513
hsa-mir-378f	499
hsa-mir-361-3p	9920
hsa-mir-409-5p	80
hsa-mir-19b-3p	6432
hsa-mir-380-3p	1
hsa-mir-492	0
hsa-mir-103b	0
hsa-mir-4443	13
hsa-mir-6514-3p	0
hsa-mir-7111-5p	2
hsa-mir-6073	57
hsa-mir-140-5p	1027
hsa-mir-3663-3p	0
hsa-mir-6884-3p	1
hsa-mir-3179	5
hsa-mir-3132	14
hsa-mir-6761-5p	1
hsa-mir-516a-3p	0
hsa-mir-1255a	42
hsa-mir-31-3p	836
hsa-mir-423-3p	61528
hsa-mir-3136-5p	2
hsa-mir-6080	0
hsa-mir-4709-5p	7
hsa-mir-548ac	2
hsa-mir-4659a-3p	1
hsa-mir-3193	0
hsa-mir-3157-3p	0
hsa-mir-3671	0
hsa-mir-4748	1
hsa-mir-6785-3p	0
hsa-mir-3663-5p	0
hsa-mir-181a-3p	3808
hsa-mir-135a-5p	296
hsa-mir-4467	1
hsa-mir-936	0
hsa-mir-4802-3p	7
hsa-mir-548d-5p	3
hsa-mir-5588-3p	0
hsa-mir-3916	1
hsa-mir-545-5p	1
hsa-mir-6875-3p	1
hsa-mir-212-3p	152
hsa-mir-4659a-5p	0
hsa-mir-7641	1248
hsa-mir-6779-3p	0
hsa-mir-4723-3p	7
hsa-mir-1183	1
hsa-mir-4436b-3p	2
hsa-mir-1180-3p	759
hsa-mir-326	151
hsa-mir-125b-1-3p	1540
hsa-mir-15b-3p	574
hsa-mir-362-5p	1217
hsa-mir-3184-3p	0
hsa-mir-26a-2-3p	128
hsa-mir-6858-5p	0
hsa-mir-6854-3p	0
hsa-mir-4756-3p	0
hsa-mir-7852-3p	0
hsa-mir-5588-5p	11
hsa-mir-548o-3p	431
hsa-mir-1343-5p	0
hsa-mir-605-3p	0
hsa-mir-4796-5p	9
hsa-mir-1234-3p	6
hsa-mir-122-5p	19
hsa-mir-4761-5p	0
hsa-mir-3945	0
hsa-mir-129-5p	41
hsa-mir-183-3p	70
hsa-mir-153-5p	20
hsa-mir-4674	2
hsa-mir-4506	0
hsa-mir-1251-5p	0
hsa-mir-569	0
hsa-mir-558	7
hsa-mir-6799-5p	0
hsa-mir-485-3p	28
hsa-mir-3200-3p	70
hsa-mir-765	0
hsa-mir-2467-3p	0
hsa-mir-493-3p	0
hsa-mir-133a-3p	517
hsa-mir-4773	19
hsa-mir-885-5p	0
hsa-mir-520e	0
hsa-mir-4753-5p	0
hsa-mir-1233-5p	0
hsa-mir-34a-3p	7
hsa-mir-30d-5p	115870
hsa-mir-1245a	11
hsa-mir-1277-3p	1
hsa-mir-519a-3p	2
hsa-mir-4485-3p	90
hsa-mir-3166	1
hsa-mir-3160-3p	1
hsa-mir-6822-5p	0
hsa-mir-3688-3p	7
hsa-mir-4775	3
hsa-mir-1206	0
hsa-mir-4766-5p	1
hsa-mir-27b-5p	143
hsa-mir-6796-5p	1
hsa-mir-6715b-3p	2
hsa-mir-5186	0
hsa-mir-4520-5p	0
hsa-mir-128-1-5p	45
hsa-mir-511-5p	0
hsa-mir-6889-5p	0
hsa-mir-501-3p	1129
hsa-mir-6499-5p	3
hsa-mir-3675-3p	59
hsa-mir-4313	0
hsa-mir-7849-3p	0
hsa-let-7f-5p	290932
hsa-mir-216b-3p	0
hsa-mir-4534	0
hsa-mir-5093	0
hsa-mir-7113-5p	0
hsa-mir-3143	11
hsa-let-7d-5p	4557
hsa-mir-597-3p	13
hsa-mir-4330	5
hsa-mir-4766-3p	1
hsa-mir-6856-5p	0
hsa-mir-3173-3p	3
hsa-mir-1537-3p	0
hsa-mir-4671-5p	0
hsa-mir-6815-5p	11
hsa-mir-6739-3p	0
hsa-mir-339-3p	2201
hsa-mir-602	0
hsa-mir-338-5p	17
hsa-mir-3614-5p	54
hsa-mir-24-1-5p	17
hsa-mir-6880-5p	1
hsa-mir-4525	9
hsa-mir-3662	26
hsa-mir-4636	1
hsa-mir-5087	1
hsa-mir-3622a-3p	1
hsa-mir-3155b	0
hsa-mir-6835-5p	0
hsa-mir-222-5p	93
hsa-mir-1295a	2
hsa-mir-2115-5p	1
hsa-mir-155-5p	30876
hsa-mir-4688	1
hsa-mir-624-5p	7
hsa-mir-4651	0
hsa-mir-4676-5p	0
hsa-mir-550a-5p	7
hsa-mir-4421	32
hsa-mir-20a-5p	54417
hsa-mir-4738-3p	0
hsa-mir-7156-3p	0
hsa-mir-4767	2
hsa-mir-6820-5p	1
hsa-mir-5088-3p	1
hsa-mir-4782-5p	1
hsa-mir-5003-5p	0
hsa-mir-651-5p	422
hsa-mir-668-3p	0
hsa-mir-671-5p	530
hsa-mir-6862-5p	2
hsa-mir-424-5p	1902
hsa-mir-212-5p	362
hsa-mir-200a-3p	6237
hsa-mir-302b-5p	16
hsa-mir-497-3p	1
hsa-mir-4790-5p	0
hsa-mir-3935	0
hsa-mir-4489	1
hsa-mir-181c-3p	501
hsa-mir-26a-5p	90666
hsa-mir-6852-3p	0
hsa-mir-601	0
hsa-mir-8086	50
hsa-mir-187-5p	0
hsa-mir-132-5p	756
hsa-mir-302e	19
hsa-mir-214-5p	0
hsa-mir-598-5p	1
hsa-mir-200c-5p	0
hsa-mir-106b-5p	5099
hsa-mir-1290	2
hsa-mir-6871-5p	0
hsa-mir-675-3p	5
hsa-mir-454-3p	824
hsa-mir-376a-2-5p	3
hsa-mir-1-5p	2
hsa-mir-302c-5p	145
hsa-mir-655-5p	6
hsa-mir-216b-5p	0
hsa-mir-4655-5p	0
hsa-mir-186-3p	0
hsa-mir-3681-3p	0
hsa-mir-30e-5p	28162
hsa-mir-4274	0
hsa-mir-3118	0
hsa-mir-6730-3p	0
hsa-mir-3177-5p	0
hsa-mir-608	0
hsa-mir-6832-3p	0
hsa-mir-339-5p	2650
hsa-mir-6770-3p	2
hsa-mir-6864-5p	0
hsa-mir-3680-3p	0
hsa-mir-365a-5p	78
hsa-mir-200c-3p	61
hsa-mir-548bb-5p	2
hsa-mir-7850-5p	0
hsa-mir-3687	10
hsa-mir-570-3p	0
hsa-mir-372-3p	17
hsa-mir-221-3p	49309
hsa-mir-573	13
hsa-mir-509-3-5p	3
hsa-mir-6829-5p	0
hsa-mir-4284	859
hsa-mir-6800-5p	0
hsa-mir-367-3p	51
hsa-mir-3685	1
hsa-mir-6807-3p	1
hsa-mir-4650-3p	0
hsa-mir-3170	7
hsa-mir-20b-5p	132
hsa-mir-548x-3p	0
hsa-mir-140-3p	18325
hsa-mir-6836-3p	1
hsa-mir-4429	35
hsa-mir-4306	1
hsa-mir-6807-5p	1
hsa-mir-637	0
hsa-mir-6757-3p	0
hsa-mir-6878-5p	3
hsa-mir-7114-5p	3
hsa-mir-4801	3
hsa-mir-369-3p	30
hsa-mir-15b-5p	1404
hsa-mir-6734-3p	0
hsa-mir-192-3p	6
hsa-mir-29b-1-5p	199
hsa-mir-25-5p	500
hsa-mir-218-5p	15
hsa-mir-4632-3p	0
hsa-mir-1273a	80
hsa-mir-6747-3p	1
hsa-mir-6820-3p	0
hsa-mir-548ay-5p	15
hsa-mir-3154	0
hsa-mir-2110	92
hsa-mir-1288-3p	11
hsa-mir-566	40
hsa-mir-20a-3p	44
hsa-mir-3192-5p	3
hsa-mir-4799-5p	0
hsa-mir-574-3p	760
hsa-mir-3619-5p	1
hsa-mir-154-3p	1
hsa-mir-27b-3p	29967
hsa-mir-323a-5p	2
hsa-mir-598-3p	7
hsa-mir-7851-3p	15
hsa-mir-6505-3p	0
hsa-mir-6854-5p	6
hsa-mir-4657	3
hsa-mir-548az-5p	18
hsa-mir-193b-3p	584
hsa-mir-548av-3p	62
hsa-mir-627-3p	6
hsa-mir-4439	39
hsa-mir-4532	4
hsa-mir-345-3p	2
hsa-mir-643	4
hsa-mir-553	0
hsa-mir-3615	620
hsa-mir-622	3
hsa-mir-301b-3p	39
hsa-mir-4710	0
hsa-mir-6792-3p	0
hsa-mir-4522	2
hsa-mir-378a-5p	387
hsa-mir-1297	2
hsa-mir-6506-3p	0
hsa-mir-647	0
hsa-mir-23b-5p	9
hsa-mir-920	1
hsa-mir-762	1
hsa-mir-4741	8
hsa-mir-1247-3p	430
hsa-mir-6842-5p	0
hsa-mir-6865-5p	0
hsa-mir-532-5p	32429
hsa-mir-323a-3p	113
hsa-mir-4325	3
hsa-mir-7844-5p	1
hsa-mir-1285-3p	153
hsa-mir-888-5p	0
hsa-mir-4781-5p	0
hsa-mir-4500	107
hsa-mir-135b-3p	390
hsa-mir-548ax	2
hsa-mir-4440	1
hsa-mir-6813-5p	1
hsa-mir-512-5p	0
hsa-mir-5584-3p	0
hsa-mir-10b-5p	120250
hsa-mir-593-3p	0
hsa-mir-7108-5p	0
hsa-mir-513b-5p	0
hsa-mir-548ar-3p	3
hsa-mir-1321	0
hsa-mir-3195	5
hsa-mir-1273c	31
hsa-mir-576-3p	211
hsa-mir-548d-3p	2
hsa-mir-6764-3p	0
hsa-mir-487b-5p	1
hsa-mir-1343-3p	7
hsa-mir-877-3p	27
hsa-mir-302d-5p	11
hsa-mir-1225-3p	0
hsa-mir-6823-5p	0
hsa-mir-299-3p	11
hsa-mir-192-5p	5211
hsa-mir-3163	0
hsa-mir-6780b-5p	0
hsa-mir-4518	1
hsa-mir-20b-3p	1
hsa-mir-4666a-5p	0
hsa-mir-6808-3p	1
hsa-mir-3929	43
hsa-mir-8062	0
hsa-mir-429	983
hsa-mir-4679	0
hsa-mir-519d-3p	0
hsa-mir-510-5p	1
hsa-mir-3976	0
hsa-mir-887-3p	0
hsa-mir-16-2-3p	1804
hsa-mir-548v	0
hsa-mir-4434	0
hsa-mir-676-5p	0
hsa-mir-6779-5p	2
hsa-mir-6765-3p	0
hsa-mir-10a-3p	1280
hsa-mir-548t-5p	1
hsa-mir-6895-5p	0
hsa-mir-495-3p	103
hsa-mir-4536-3p	1
hsa-mir-548n	28
hsa-mir-1275	90
hsa-mir-199a-5p	27
hsa-mir-193a-3p	246
hsa-mir-6085	0
hsa-mir-7-2-3p	0
hsa-mir-3176	14
hsa-mir-4474-3p	1
hsa-mir-6886-3p	0
hsa-mir-18a-3p	330
hsa-mir-519e-5p	2
hsa-mir-518f-3p	0
hsa-mir-6819-3p	0
hsa-mir-19b-2-5p	0
hsa-mir-17-3p	534
hsa-mir-299-5p	4
hsa-mir-3130-3p	0
hsa-mir-4258	2
hsa-mir-30d-3p	422
hsa-mir-493-5p	1
hsa-mir-597-5p	3
hsa-mir-572	0
hsa-mir-4722-3p	0
hsa-mir-4661-3p	1
hsa-mir-18b-5p	7
hsa-mir-6717-5p	0
hsa-mir-1250-5p	15
hsa-mir-3180-5p	2
hsa-mir-4732-5p	0
hsa-mir-6076	0
hsa-mir-2116-5p	3
hsa-mir-331-3p	1476
hsa-mir-2682-3p	17
hsa-mir-3529-3p	0
hsa-mir-6873-3p	15
hsa-mir-3691-3p	1
hsa-mir-574-5p	2566
hsa-mir-5571-3p	0
hsa-mir-6165	0
hsa-mir-620	15
hsa-mir-197-5p	6
hsa-mir-15a-3p	5
hsa-mir-103a-3p	30583
hsa-mir-3155a	4
hsa-mir-8076	0
hsa-mir-3150b-5p	0
hsa-mir-3184-5p	3
hsa-mir-1912	0
hsa-mir-4759	0
hsa-mir-6834-5p	0
hsa-mir-23c	12
hsa-mir-628-3p	32
hsa-mir-5698	0
hsa-mir-6859-5p	6
hsa-mir-548as-5p	2
hsa-mir-298	0
hsa-mir-6068	1
hsa-mir-6848-5p	2
hsa-mir-1281	0
hsa-mir-548as-3p	0
hsa-mir-7702	1
hsa-mir-6855-3p	0
hsa-mir-1229-5p	4
hsa-mir-562	3
hsa-mir-4739	1
hsa-mir-148b-3p	44742
hsa-mir-5008-3p	4
hsa-mir-548b-3p	1
hsa-mir-6766-5p	3
hsa-mir-203a-5p	1
hsa-mir-4529-5p	0
hsa-mir-3164	1
hsa-mir-1587	0
hsa-mir-6743-3p	2
hsa-mir-3922-5p	0
hsa-mir-4496	2
hsa-mir-378a-3p	68118
hsa-mir-6510-5p	1
hsa-mir-466	3
hsa-mir-3135b	36
hsa-mir-3617-3p	6
hsa-mir-1268a	14
hsa-mir-107	2255
hsa-mir-4458	0
hsa-mir-551a	3
hsa-mir-7976	20
hsa-mir-544b	3
hsa-mir-4452	1
hsa-mir-625-3p	855
hsa-mir-4520-2-3p	0
hsa-mir-4745-5p	2
hsa-mir-873-5p	0
hsa-mir-3909	57
hsa-mir-4433a-3p	0
hsa-mir-520g-3p	0
hsa-mir-4288	2
hsa-mir-3620-5p	4
hsa-mir-5699-5p	11
hsa-mir-6823-3p	0
hsa-mir-506-5p	0
hsa-mir-1256	2
hsa-mir-5692a	0
hsa-mir-942-5p	39
hsa-mir-6511a-5p	14
hsa-mir-579-5p	12
hsa-mir-1304-3p	182
hsa-mir-6514-5p	6
hsa-mir-6072	0
hsa-mir-5683	1
hsa-mir-200a-5p	1990
hsa-mir-202-3p	0
hsa-mir-375	929
hsa-mir-4270	0
hsa-mir-6828-5p	0
hsa-mir-193a-5p	2250
hsa-mir-7107-3p	0
hsa-mir-6501-3p	0
hsa-mir-3689e	0
hsa-mir-494-3p	95
hsa-mir-1273e	173
hsa-mir-4697-5p	1
hsa-mir-889-5p	0
hsa-mir-367-5p	0
hsa-mir-2277-5p	102
hsa-mir-3145-3p	3
hsa-mir-4724-3p	0
hsa-mir-182-3p	43
hsa-mir-23a-5p	93
hsa-mir-382-3p	77
hsa-mir-4251	0
hsa-mir-767-3p	0
hsa-mir-3655	2
hsa-mir-6721-5p	4
hsa-mir-4305	0
hsa-mir-148b-5p	759
hsa-mir-6130	55
hsa-mir-483-5p	24
hsa-mir-484	428
hsa-mir-99a-5p	93065
hsa-mir-6801-3p	0
hsa-mir-211-5p	0
hsa-mir-6803-5p	1
hsa-mir-199b-5p	1091
hsa-mir-93-5p	28378
hsa-mir-6738-3p	3
hsa-mir-4290	0
hsa-mir-4645-5p	0
hsa-mir-616-3p	8
hsa-mir-195-3p	77
hsa-mir-185-5p	1834
hsa-mir-320e	1
hsa-mir-3922-3p	4
hsa-mir-92a-1-5p	187
hsa-mir-371a-5p	0
hsa-mir-4318	4
hsa-mir-370-3p	132
hsa-mir-8088	1
hsa-mir-4311	0
hsa-mir-3117-3p	1
hsa-mir-1245b-5p	14
hsa-mir-1468-5p	16
hsa-mir-4668-5p	4
hsa-mir-6732-5p	1
hsa-mir-376b-3p	0
hsa-mir-4646-3p	0
hsa-mir-520h	1
hsa-mir-6862-3p	1
hsa-mir-6778-5p	0
hsa-mir-6867-5p	1
hsa-mir-581	2
hsa-mir-219b-5p	4
hsa-mir-4999-5p	11
hsa-mir-6748-3p	0
hsa-mir-8077	0
hsa-mir-329-3p	12
hsa-mir-6500-5p	0
hsa-mir-1185-2-3p	2
hsa-mir-1291	103
hsa-mir-3913-5p	39
hsa-mir-130a-3p	0
hsa-mir-3654	4
hsa-mir-33a-3p	78
hsa-mir-26b-5p	16914
hsa-mir-152-5p	119
hsa-mir-4514	1
hsa-mir-935	287
hsa-mir-373-3p	0
hsa-mir-6877-5p	8
hsa-mir-6754-5p	1
hsa-mir-3920	3
hsa-mir-146a-5p	91630
hsa-mir-519a-5p	1
hsa-mir-6722-3p	0
hsa-mir-146b-5p	3022
hsa-mir-32-3p	243
hsa-mir-4675	0
hsa-mir-144-3p	1
hsa-mir-487a-3p	4
hsa-mir-6809-3p	0
hsa-mir-329-5p	0
hsa-mir-518b	0
hsa-mir-941	1779
hsa-mir-3156-5p	0
hsa-mir-6868-3p	0
hsa-mir-26b-3p	35
hsa-mir-548q	5
hsa-mir-7109-3p	1
hsa-mir-504-3p	0
hsa-mir-1260a	51
hsa-mir-3162-5p	1
hsa-mir-638	1
hsa-mir-4505	1
hsa-mir-181b-5p	18392
hsa-mir-1273h-5p	6
hsa-mir-1203	0
hsa-let-7a-2-3p	151
hsa-mir-2116-3p	15
hsa-mir-4635	0
hsa-mir-6753-3p	1
hsa-mir-1264	1
hsa-mir-3619-3p	1
hsa-mir-4673	0
hsa-mir-4731-5p	0
hsa-mir-4293	1
hsa-mir-503-5p	2375
hsa-mir-3168	0
hsa-mir-3677-3p	3
hsa-mir-7706	382
hsa-mir-3670	0
hsa-mir-187-3p	0
hsa-mir-7845-5p	3
hsa-mir-5585-5p	1
hsa-mir-3171	2
hsa-mir-29b-3p	3743
hsa-mir-6127	2
hsa-mir-190a-5p	36
hsa-mir-1266-3p	0
hsa-mir-376b-5p	1
hsa-mir-4445-5p	0
hsa-mir-1307-3p	8635
hsa-mir-4435	2
hsa-mir-452-5p	4
hsa-mir-4423-5p	5
hsa-mir-3924	23
hsa-mir-328-5p	0
hsa-mir-5195-5p	0
hsa-mir-4485-5p	13
hsa-mir-25-3p	70288
hsa-mir-589-5p	555
hsa-mir-8068	0
hsa-mir-3151-3p	0
hsa-mir-557	0
hsa-mir-4666a-3p	0
hsa-mir-6839-5p	0
hsa-mir-3074-5p	39
hsa-mir-297	0
hsa-mir-6878-3p	1
hsa-mir-425-5p	6027
hsa-mir-3591-3p	1
hsa-mir-4444	3
hsa-mir-1245b-3p	12
hsa-mir-320d	25
hsa-mir-6748-5p	0
hsa-mir-7854-3p	3
hsa-mir-423-5p	12107
hsa-mir-1276	4
hsa-mir-3610	1
hsa-mir-654-3p	108
hsa-mir-362-3p	23
hsa-mir-377-3p	12
hsa-mir-184	191
hsa-mir-1193	0
hsa-mir-3131	1
hsa-mir-588	7
hsa-mir-548j-5p	4
hsa-mir-378g	292
hsa-mir-549a	3
hsa-mir-3121-3p	4
hsa-mir-3912-3p	45
hsa-mir-181a-2-3p	10653
hsa-mir-6509-3p	1
hsa-mir-3065-5p	109
hsa-let-7e-5p	10272
hsa-mir-4697-3p	3
hsa-mir-548z	0
hsa-mir-629-5p	180
hsa-let-7f-1-3p	485
hsa-mir-580-3p	8
hsa-let-7c-3p	225
hsa-mir-6082	1
hsa-mir-4321	0
hsa-mir-6734-5p	7
hsa-mir-3181	1
hsa-mir-889-3p	76
hsa-mir-516b-5p	1
hsa-mir-769-3p	90
hsa-mir-4254	1
hsa-mir-4531	0
hsa-mir-4470	10
hsa-mir-4757-3p	0
hsa-mir-4517	14
hsa-mir-6775-5p	1
hsa-mir-609	0
hsa-mir-6516-3p	120
hsa-mir-16-5p	5828
hsa-mir-26a-1-3p	7
hsa-mir-6735-3p	1
hsa-mir-6755-5p	8
hsa-mir-628-5p	40
hsa-mir-1197	2
hsa-mir-203b-3p	56
hsa-mir-7155-5p	0
hsa-mir-556-3p	4
hsa-mir-5009-5p	7
hsa-mir-101-5p	8
hsa-mir-548u	93
hsa-mir-4262	1
hsa-mir-4433b-3p	1
hsa-mir-6764-5p	3
hsa-mir-6763-3p	0
hsa-mir-6511a-3p	12
hsa-mir-2682-5p	304
hsa-mir-5094	10
hsa-mir-6733-3p	1
hsa-mir-96-3p	74
hsa-mir-3648	10
hsa-mir-4667-5p	1
hsa-mir-1236-3p	1
hsa-mir-4684-3p	4
hsa-mir-520a-5p	0
hsa-mir-4492	2
hsa-mir-3653-5p	44
hsa-mir-4277	0
hsa-mir-4430	6
hsa-mir-6731-5p	0
hsa-mir-139-5p	3642
hsa-mir-4712-5p	0
hsa-mir-6801-5p	0
hsa-let-7c-5p	14734
hsa-mir-1253	3
hsa-mir-6797-5p	1
hsa-mir-374b-5p	24
hsa-mir-3659	2
hsa-mir-18b-3p	1
hsa-mir-4285	0
hsa-mir-548ap-5p	1
hsa-mir-5695	3
hsa-mir-6804-5p	1
hsa-mir-99b-5p	26037
hsa-mir-502-5p	46
hsa-mir-1915-5p	3
hsa-mir-892b	0
hsa-mir-8087	0
hsa-mir-548ar-5p	3
hsa-mir-6515-5p	4
hsa-mir-500a-3p	2724
